player_id,player_name,player_link
cookda02,Daequan Cook,/players/c/cookda02.html
cookom01,Omar Cook,/players/c/cookom01.html
cookqu01,Quinn Cook,/players/c/cookqu01.html
cookech01,Charles Cooke,/players/c/cookech01.html
cooleja01,Jack Cooley,/players/c/cooleja01.html
copelch01,Chris Copeland,/players/c/copelch01.html
corbity01,Tyrone Corbin,/players/c/corbity01.html
costema01,Matt Costello,/players/c/costema01.html
cottobr01,Bryce Cotton,/players/c/cottobr01.html
cousima01,Marcus Cousin,/players/c/cousima01.html
couside01,DeMarcus Cousins,/players/c/couside01.html
covinro01,Robert Covington,/players/c/covinro01.html
crabbal01,Allen Crabbe,/players/c/crabbal01.html
craigto01,Torrey Craig,/players/c/craigto01.html
crawfch01,Chris Crawford,/players/c/crawfch01.html
crawfja01,Jamal Crawford,/players/c/crawfja01.html
crawfjo01,Joe Crawford,/players/c/crawfjo01.html
crawfjo02,Jordan Crawford,/players/c/crawfjo02.html
crispjo01,Joe Crispin,/players/c/crispjo01.html
crittja01,Javaris Crittenton,/players/c/crittja01.html
croshau01,Austin Croshere,/players/c/croshau01.html
crottjo01,John Crotty,/players/c/crottjo01.html
crowdja01,Jae Crowder,/players/c/crowdja01.html
cummivo01,Vonteego Cummings,/players/c/cummivo01.html
cunnida01,Dante Cunningham,/players/c/cunnida01.html
cunnija01,Jared Cunningham,/players/c/cunnija01.html
curlebi01,Bill Curley,/players/c/curlebi01.html
curryde01,Dell Curry,/players/c/curryde01.html
curryed01,Eddy Curry,/players/c/curryed01.html
curryja01,JamesOn Curry,/players/c/curryja01.html
currymi01,Michael Curry,/players/c/currymi01.html
curryse01,Seth Curry,/players/c/curryse01.html
curryst01,Stephen Curry,/players/c/curryst01.html
dalemsa01,Samuel Dalembert,/players/d/dalemsa01.html
dampier01,Erick Dampier,/players/d/dampier01.html
daniean01,Antonio Daniels,/players/d/daniean01.html
danieer01,Erik Daniels,/players/d/danieer01.html
daniema01,Marquis Daniels,/players/d/daniema01.html
danietr01,Troy Daniels,/players/d/danietr01.html
datomlu01,Luigi Datome,/players/d/datomlu01.html
davidko01,Kornel David,/players/d/davidko01.html
davidje01,Jermareo Davidson,/players/d/davidje01.html
daviebr01,Brandon Davies,/players/d/daviebr01.html
davisan02,Anthony Davis,/players/d/davisan02.html
davisan01,Antonio Davis,/players/d/davisan01.html
davisba01,Baron Davis,/players/d/davisba01.html
davisda01,Dale Davis,/players/d/davisda01.html
davisde01,Deyonta Davis,/players/d/davisde01.html
davised01,Ed Davis,/players/d/davised01.html
davisem01,Emanual Davis,/players/d/davisem01.html
davisgl01,Glen Davis,/players/d/davisgl01.html
davishu01,Hubert Davis,/players/d/davishu01.html
davisjo02,Josh Davis,/players/d/davisjo02.html
davispa01,Paul Davis,/players/d/davispa01.html
davisri01,Ricky Davis,/players/d/davisri01.html
daviste01,Terry Davis,/players/d/daviste01.html
dawkian01,Andre Dawkins,/players/d/dawkian01.html
dawsobr01,Branden Dawson,/players/d/dawsobr01.html
dawsoer01,Eric Dawson,/players/d/dawsoer01.html
dayto01,Todd Day,/players/d/dayto01.html
dayeau01,Austin Daye,/players/d/dayeau01.html
decolna01,Nando De Colo,/players/d/decolna01.html
declean01,Andrew DeClercq,/players/d/declean01.html
dedmode01,Dewayne Dedmon,/players/d/dedmode01.html
dejeabr01,Bryce Dejean-Jones,/players/d/dejeabr01.html
dekkesa01,Sam Dekker,/players/d/dekkesa01.html
delnevi01,Vinny Del Negro,/players/d/delnevi01.html
delanma01,Malcolm Delaney,/players/d/delanma01.html
delfica01,Carlos Delfino,/players/d/delfica01.html
delkto01,Tony Delk,/players/d/delkto01.html
dellama01,Matthew Dellavedova,/players/d/dellama01.html
denglu01,Luol Deng,/players/d/denglu01.html
dentmju01,Justin Dentmon,/players/d/dentmju01.html
derozde01,DeMar DeRozan,/players/d/derozde01.html
dialde01,Derrick Dial,/players/d/dialde01.html
diallch01,Cheick Diallo,/players/d/diallch01.html
diawbo01,Boris Diaw,/players/d/diawbo01.html
diawaya01,Yakhouba Diawara,/players/d/diawaya01.html
diazgu01,Guillermo Diaz,/players/d/diazgu01.html
dickada01,Dan Dickau,/players/d/dickada01.html
dickeka01,Kaniel Dickens,/players/d/dickeka01.html
dickemi01,Michael Dickerson,/players/d/dickemi01.html
dienetr01,Travis Diener,/players/d/dienetr01.html
dienggo01,Gorgui Dieng,/players/d/dienggo01.html
dinwisp01,Spencer Dinwiddie,/players/d/dinwisp01.html
dioguik01,Ike Diogu,/players/d/dioguik01.html
diopde01,DeSagana Diop,/players/d/diopde01.html
divacvl01,Vlade Divac,/players/d/divacvl01.html
dixonju01,Juan Dixon,/players/d/dixonju01.html
doleami01,Michael Doleac,/players/d/doleami01.html
doolike01,Keyon Dooling,/players/d/doolike01.html
dorsejo01,Joey Dorsey,/players/d/dorsejo01.html
dorsety01,Tyler Dorsey,/players/d/dorsety01.html
dotsoda01,Damyean Dotson,/players/d/dotsoda01.html
doubyqu01,Quincy Douby,/players/d/doubyqu01.html
douglsh01,Sherman Douglas,/players/d/douglsh01.html
douglto01,Toney Douglas,/players/d/douglto01.html
douglch01,Chris Douglas-Roberts,/players/d/douglch01.html
dowdeza01,Zabian Dowdell,/players/d/dowdeza01.html
doylemi01,Milton Doyle,/players/d/doylemi01.html
doziepj01,PJ Dozier,/players/d/doziepj01.html
dragigo01,Goran Dragic,/players/d/dragigo01.html
dragizo01,Zoran Dragic,/players/d/dragizo01.html
drewbr01,Bryce Drew,/players/d/drewbr01.html
drewla02,Larry Drew,/players/d/drewla02.html
drobnpr01,Predrag Drobnjak,/players/d/drobnpr01.html
drumman01,Andre Drummond,/players/d/drumman01.html
dudlech02,Chris Dudley,/players/d/dudlech02.html
dudleja01,Jared Dudley,/players/d/dudleja01.html
duhonch01,Chris Duhon,/players/d/duhonch01.html
dukandu01,Duje Dukan,/players/d/dukandu01.html
duncati01,Tim Duncan,/players/d/duncati01.html
dunlemi02,Mike Dunleavy,/players/d/dunlemi02.html
dunnkr01,Kris Dunn,/players/d/dunnkr01.html
duprero01,Ronald Dupree,/players/d/duprero01.html
duranke01,Kevin Durant,/players/d/duranke01.html
dysonje01,Jerome Dyson,/players/d/dysonje01.html
earlycl01,Cleanthony Early,/players/e/earlycl01.html
ebankde01,Devin Ebanks,/players/e/ebankde01.html
ebind01,Ndudi Ebi,/players/e/ebind01.html
eddieja01,Jarell Eddie,/players/e/eddieja01.html
edneyty01,Tyus Edney,/players/e/edneyty01.html
edwarco01,Corsley Edwards,/players/e/edwarco01.html
edwarjo01,John Edwards,/players/e/edwarjo01.html
edwarke01,Kevin Edwards,/players/e/edwarke01.html
edwarsh01,Shane Edwards,/players/e/edwarsh01.html
eisleho01,Howard Eisley,/players/e/eisleho01.html
ekeziob01,Obinna Ekezie,/players/e/ekeziob01.html
elamikh01,Khalid El-Amin,/players/e/elamikh01.html
eliema01,Mario Elie,/players/e/eliema01.html
ellenhe01,Henry Ellenson,/players/e/ellenhe01.html
ellinwa01,Wayne Ellington,/players/e/ellinwa01.html
elliose01,Sean Elliott,/players/e/elliose01.html
ellisla01,LaPhonso Ellis,/players/e/ellisla01.html
ellismo01,Monta Ellis,/players/e/ellismo01.html
ellispe01,Pervis Ellison,/players/e/ellispe01.html
elsonfr01,Francisco Elson,/players/e/elsonfr01.html
elyme01,Melvin Ely,/players/e/elyme01.html
embiijo01,Joel Embiid,/players/e/embiijo01.html
emmetan01,Andre Emmett,/players/e/emmetan01.html
engliki01,Kim English,/players/e/engliki01.html
ennisja01,James Ennis,/players/e/ennisja01.html
ennisty01,Tyler Ennis,/players/e/ennisty01.html
erdense01,Semih Erden,/players/e/erdense01.html
eschmev01,Evan Eschmeyer,/players/e/eschmev01.html
evansja01,Jawun Evans,/players/e/evansja01.html
evansje01,Jeremy Evans,/players/e/evansje01.html
evansma01,Maurice Evans,/players/e/evansma01.html
evansre01,Reggie Evans,/players/e/evansre01.html
evansty01,Tyreke Evans,/players/e/evansty01.html
ewingda01,Daniel Ewing,/players/e/ewingda01.html
ewingpa01,Patrick Ewing,/players/e/ewingpa01.html
ewingpa02,Patrick Ewing,/players/e/ewingpa02.html
exumda01,Dante Exum,/players/e/exumda01.html
eyengch01,Christian Eyenga,/players/e/eyengch01.html
ezelife01,Festus Ezeli,/players/e/ezelife01.html
farieke01,Kenneth Faried,/players/f/farieke01.html
farmajo01,Jordan Farmar,/players/f/farmajo01.html
farmede01,Desmon Farmer,/players/f/farmede01.html
favervi01,Vitor Faverani,/players/f/favervi01.html
favorde01,Derrick Favors,/players/f/favorde01.html
fazekni01,Nick Fazekas,/players/f/fazekni01.html
feickja01,Jamie Feick,/players/f/feickja01.html
feldeka01,Kay Felder,/players/f/feldeka01.html
feliccr01,Cristiano Felicio,/players/f/feliccr01.html
felixca01,Carrick Felix,/players/f/felixca01.html
felixno01,Noel Felix,/players/f/felixno01.html
feltora01,Raymond Felton,/players/f/feltora01.html
fergude01,Desmond Ferguson,/players/f/fergude01.html
fergute01,Terrance Ferguson,/players/f/fergute01.html
fernaru01,Rudy Fernandez,/players/f/fernaru01.html
ferreyo01,Yogi Ferrell,/players/f/ferreyo01.html
ferryda01,Danny Ferry,/players/f/ferryda01.html
fesenky01,Kyrylo Fesenko,/players/f/fesenky01.html
fieldla01,Landry Fields,/players/f/fieldla01.html
finlemi01,Michael Finley,/players/f/finlemi01.html
finnedo01,Dorian Finney-Smith,/players/f/finnedo01.html
fishede01,Derek Fisher,/players/f/fishede01.html
fitchge01,Gerald Fitch,/players/f/fitchge01.html
fizerma01,Marcus Fizer,/players/f/fizerma01.html
florelu01,Luis Flores,/players/f/florelu01.html
flynnjo01,Jonny Flynn,/players/f/flynnjo01.html
fontais01,Isaac Fontaine,/players/f/fontais01.html
footeje01,Jeff Foote,/players/f/footeje01.html
forbebr01,Bryn Forbes,/players/f/forbebr01.html
forbega01,Gary Forbes,/players/f/forbega01.html
fordal02,Alton Ford,/players/f/fordal02.html
fordsh02,Sharrod Ford,/players/f/fordsh02.html
fordtj01,T.J. Ford,/players/f/fordtj01.html
fortejo01,Joseph Forte,/players/f/fortejo01.html
fortsco01,Courtney Fortson,/players/f/fortsco01.html
fortsda01,Danny Fortson,/players/f/fortsda01.html
fostegr01,Greg Foster,/players/f/fostegr01.html
fosteje01,Jeff Foster,/players/f/fosteje01.html
fotsian01,Antonis Fotsis,/players/f/fotsian01.html
fournev01,Evan Fournier,/players/f/fournev01.html
fowlktr01,Tremaine Fowlkes,/players/f/fowlktr01.html
foxde01,De'Aaron Fox,/players/f/foxde01.html
foxri01,Rick Fox,/players/f/foxri01.html
foyera01,Randy Foye,/players/f/foyera01.html
foylead01,Adonal Foyle,/players/f/foylead01.html
